NAME,B25064_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B25070_001E,B25070_011E,B25002_003E,B25002_001E,B08013_001E,B08012_001E,B17001_002E,B17001_001E,B23025_002E,B23025_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"Carlsbad-Artesia, NM Micro Area",738,341,275,265,852,5341,909,2770,22960,420220,23838,7044,54160,26708,41992,16100,,msa,16100,,2014
"Carson City, NV Metro Area",837,642,643,758,1940,8879,440,2275,23500,371860,22210,9015,52598,26845,44409,16180,,msa,16180,,2014
"Casper, WY Metro Area",831,704,600,993,1566,10208,768,3110,34900,701545,39048,7915,77005,43413,62182,16220,,msa,16220,,2014
"Cedar City, UT Micro Area",665,459,331,878,992,5622,532,4744,19879,336470,18101,10422,45658,21661,34477,16260,,msa,16260,,2014
"Cedar Rapids, IA Metro Area",676,2390,1269,1853,5057,26890,1600,8088,113464,2539185,128838,24169,254577,143630,205960,16300,,msa,16300,,2014
"Cedartown, GA Micro Area",669,314,312,334,927,4602,736,2168,16946,398335,15224,8355,40712,18339,31504,16340,,msa,16340,,2014
"Celina, OH Micro Area",650,340,157,384,574,3603,341,1732,17655,350470,19387,3541,40132,21735,31642,16380,,msa,16380,,2014
"Centralia, IL Micro Area",626,207,345,356,925,3927,522,2377,18212,340195,15911,6906,37773,18968,30976,16460,,msa,16460,,2014
"Centralia, WA Micro Area",782,894,638,876,2265,9484,840,4662,34112,693770,26710,12472,74259,33381,60397,16500,,msa,16500,,2014
"Chambersburg-Waynesboro, PA Metro Area",801,1391,1104,1418,2900,15978,1219,5481,63779,1559810,66768,17270,148872,76121,120251,16540,,msa,16540,,2014
"Champaign-Urbana, IL Metro Area",795,2865,2227,2761,12280,38409,3086,10084,101942,1987800,108066,45347,217772,124964,193616,16580,,msa,16580,,2014
"Charleston, WV Metro Area",675,1986,1483,1713,5152,27327,3748,12477,108096,2089815,92010,35745,221662,105203,183264,16620,,msa,16620,,2014
"Charleston-Mattoon, IL Micro Area",616,604,573,645,2638,8906,912,3107,28354,499575,27660,12906,60184,33371,53689,16660,,msa,16660,,2014
"Charleston-North Charleston, SC Metro Area",974,7587,5723,9351,25126,93879,8018,40437,305301,7683960,312078,107248,679303,365945,554360,16700,,msa,16700,,2014
"Charlotte-Concord-Gastonia, NC-SC Metro Area",847,23680,17464,24684,66125,286980,22071,93805,951731,25658475,999568,345884,2262538,1204994,1785523,16740,,msa,16740,,2014
"Charlottesville, VA Metro Area",1050,2266,1356,2123,7081,29963,3950,13231,98307,2338950,95180,29642,208684,109415,183205,16820,,msa,16820,,2014
"Chattanooga, TN-GA Metro Area",736,5129,4180,5870,14855,67294,6943,27119,236121,5268710,230107,84167,523766,268466,432930,16860,,msa,16860,,2014
"Cheyenne, WY Metro Area",783,1137,742,798,1980,11936,995,3607,40971,702300,45895,9728,92355,50637,74330,16940,,msa,16940,,2014
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",979,100629,73327,100224,312354,1195818,76440,360695,3799255,130872330,4229107,1320369,9363290,5040237,7468164,16980,,msa,16980,,2014
"Brookhaven, MS Micro Area",627,218,260,275,502,3379,1132,2171,15262,351035,12342,8671,34219,13947,26946,15020,,msa,15020,,2014
"Brookings, OR Micro Area",825,336,312,480,638,3565,391,2322,12618,94520,7196,3406,22161,9173,19213,15060,,msa,15060,,2014
"Brookings, SD Micro Area",666,345,237,576,1226,5038,243,1157,13475,235995,17213,5038,29152,19331,27116,15100,,msa,15100,,2014
"Brownsville-Harlingen, TX Metro Area",648,3231,2567,3594,9458,39334,5170,24485,144180,2764980,139362,142946,410344,162212,295972,15180,,msa,15180,,2014
"Chico, CA Metro Area",899,3096,2492,3460,10802,34622,2623,11485,96700,1605320,80047,46643,216592,101837,181730,17020,,msa,17020,,2014
"Clarksburg, WV Micro Area",625,740,507,466,1682,9121,1822,5621,42938,899335,37438,15405,92056,42589,76754,17220,,msa,17220,,2014
"Chillicothe, OH Micro Area",662,606,497,804,1596,8142,1120,3724,31933,730130,27912,13820,71266,34259,62343,17060,,msa,17060,,2014
"Cincinnati, OH-KY-IN Metro Area",750,21130,15507,22008,64398,268887,19281,97311,914771,23264785,957139,294434,2084109,1106276,1667896,17140,,msa,17140,,2014
"Claremont-Lebanon, NH-VT Micro Area",872,2458,1604,1744,5195,25318,2253,33414,122895,2322260,101224,23050,208922,117762,181984,17200,,msa,17200,,2014
"Clarksdale, MS Micro Area",572,333,176,381,866,4322,880,1424,10774,158025,8219,9333,24980,10738,19014,17260,,msa,17260,,2014
"Clarksville, TN-KY Metro Area",820,3896,2786,3328,7407,39530,3496,14528,111135,2492315,111682,45163,261089,130895,203488,17300,,msa,17300,,2014
"Clearlake, CA Micro Area",921,823,803,1056,3500,9976,705,8805,35576,519745,18996,15395,63299,26740,52494,17340,,msa,17340,,2014
"Cleveland, MS Micro Area",576,350,323,346,1245,5417,1007,1783,14160,209035,11997,11193,32181,14960,26295,17380,,msa,17380,,2014
"Cleveland, TN Metro Area",704,1275,626,1268,3268,13810,1652,5667,50109,1069815,47072,22367,113883,55902,94198,17420,,msa,17420,,2014
"Cleveland-Elyria, OH Metro Area",750,23245,16303,22703,75291,288506,22491,109160,955807,22316170,909994,314021,2026451,1068700,1660319,17460,,msa,17410,,2014
"Clewiston, FL Micro Area",764,141,223,312,845,3324,321,3293,14449,386885,13513,9761,36371,16420,28688,17500,,msa,17500,,2014
"Clinton, IA Micro Area",610,495,234,282,1100,5176,480,1785,21762,432325,22425,6819,47883,24994,38881,17540,,msa,17540,,2014
"Clovis, NM Micro Area",715,585,426,605,1685,7393,920,2199,20422,316080,21732,9712,48910,24505,37620,17580,,msa,17580,,2014
"Coamo, PR Micro Area",419,123,118,112,740,2865,987,2481,16049,263115,10700,20196,40367,13162,31849,17620,,msa,17620,,2014
"Coco, PR Micro Area",394,39,144,18,506,2131,871,2923,13936,180640,7556,17573,30158,9631,23810,17640,,msa,17640,,2014
"Coeur d'Alene, ID Metro Area",823,1179,1260,1596,3799,16630,1188,8718,64525,1214750,57730,18385,141098,69701,112065,17660,,msa,17660,,2014
"Coffeyville, KS Micro Area",601,339,191,357,991,4101,357,2801,16507,240355,14428,6102,33521,16562,27351,17700,,msa,17700,,2014
"Coldwater, MI Micro Area",672,291,263,160,867,3534,451,4819,20682,405075,16495,7539,41466,19451,34617,17740,,msa,17740,,2014
"College Station-Bryan, TX Metro Area",849,2685,2227,2884,16318,42363,3301,13379,97815,1965665,103890,60651,220364,119157,190854,17780,,msa,17780,,2014
"Colorado Springs, CO Metro Area",941,9104,6600,8409,19604,90138,4185,19790,269555,6644900,298569,80157,650283,353867,517370,17820,,msa,17820,,2014
"Columbia, MO Metro Area",798,1819,1583,2264,8934,28623,2334,5096,71232,1498365,82972,31958,158839,94497,137079,17860,,msa,17860,,2014
"Columbia, SC Metro Area",837,6809,5695,8718,24357,97235,9180,40148,336587,8185280,347286,124691,750256,411243,625942,17900,,msa,17900,,2014
"Columbus, GA-AL Metro Area",813,4740,3733,4712,10540,49093,3765,18766,130160,2588480,122855,55282,292463,151210,241147,17980,,msa,17980,,2014
"Columbus, IN Metro Area",807,591,514,780,1726,9216,465,2764,33280,709650,36496,9868,77393,40286,61476,18020,,msa,18020,,2014
"Columbus, MS Micro Area",706,731,738,988,2260,8903,726,3353,26784,510540,23837,14586,58279,28791,46487,18060,,msa,18060,,2014
"Columbus, NE Micro Area",643,189,114,133,581,3555,243,839,13505,243615,16573,2963,31942,18335,24849,18100,,msa,18100,,2014
"Columbus, OH Metro Area",822,23233,17660,23077,63961,283789,17432,80842,829386,20913065,894721,286351,1896601,1033377,1523642,18140,,msa,18140,,2014
"Concord, NH Micro Area",942,1565,792,1724,3647,15977,932,6549,63589,1833280,70414,13391,140433,80989,120462,18180,,msa,18180,,2014
"Connersville, IN Micro Area",634,232,276,136,792,2818,296,1512,10848,217880,8832,4843,23473,10560,19115,18220,,msa,18220,,2014
"Cookeville, TN Micro Area",594,905,862,1024,3564,14174,2797,5791,48485,1012140,41042,25309,103295,47633,86629,18260,,msa,18260,,2014
"Coos Bay, OR Micro Area",728,668,775,870,2166,8739,774,4664,30511,439915,21579,11071,61495,26845,52322,18300,,msa,18300,,2014
"Cordele, GA Micro Area",589,288,171,373,1000,3366,503,2145,10719,149390,8331,7261,22881,10569,18123,18380,,msa,18380,,2014
"Corinth, MS Micro Area",608,355,328,353,733,4341,572,2446,17097,305215,14234,8218,36565,16592,29160,18420,,msa,18420,,2014
"Cornelia, GA Micro Area",675,304,279,329,638,3580,541,3523,18136,402030,15843,7182,40447,18375,34428,18460,,msa,18460,,2014
"Corning, NY Micro Area",664,772,521,809,2472,12336,1169,7574,48859,888300,41249,15439,97398,47767,79146,18500,,msa,18500,,2014
"Corpus Christi, TX Metro Area",857,5787,3664,6346,12784,62409,4695,27695,185324,3805010,188908,76043,429581,214382,339131,18580,,msa,18580,,2014
"Corsicana, TX Micro Area",697,389,328,440,1126,5627,864,2704,20364,455670,18794,10247,46959,22520,36778,18620,,msa,18620,,2014
"Cortland, NY Micro Area",675,405,242,418,1478,6109,408,2509,20554,458255,21999,6173,45571,25383,40446,18660,,msa,18660,,2014
"Corvallis, OR Metro Area",845,899,621,1089,5281,14208,1211,3325,36701,691815,35553,18380,81105,43475,73149,18700,,msa,18700,,2014
"Coshocton, OH Micro Area",571,234,241,224,868,3804,433,1881,16442,334115,14153,6579,36306,16809,29172,18740,,msa,18740,,2014
"Craig, CO Micro Area",739,148,68,191,237,1283,117,1291,6181,125825,6256,1516,13016,6978,10203,18780,,msa,18780,,2014
"Crawfordsville, IN Micro Area",672,382,230,206,932,4175,391,1954,16528,348350,16351,5495,36481,18950,30287,18820,,msa,18820,,2014
"Crescent City, CA Micro Area",843,246,195,366,1100,3849,373,1743,11270,105640,7672,5468,24371,9915,22687,18860,,msa,18860,,2014
"Crestview-Fort Walton Beach-Destin, FL Metro Area",1011,2623,2290,3057,7628,32273,2879,43438,139731,2572490,109872,35026,238994,126159,198947,18880,,msa,18880,,2014
"Crossville, TN Micro Area",635,627,397,337,803,4940,770,4450,28373,431330,19029,9206,56220,22314,47682,18900,,msa,18900,,2014
"Cullman, AL Micro Area",621,670,430,588,1589,7659,1564,5924,37084,817790,31004,14354,79581,35718,64539,18980,,msa,18980,,2014
"DeRidder, LA Micro Area",650,271,184,222,500,3028,721,2044,15139,421025,14167,6524,34902,15730,28089,19760,,msa,19760,,2014
"Des Moines-West Des Moines, IA Metro Area",793,5632,3600,5184,13799,67553,3492,16735,246559,5880715,293923,65014,579334,330845,454200,19780,,msa,19780,,2014
"Detroit-Warren-Dearborn, MI Metro Area",846,38260,28395,41984,141177,501067,40986,230062,1886891,46784665,1763522,716941,4250482,2133929,3408799,19820,,msa,19820,,2014
"Cullowhee, NC Micro Area",620,330,331,421,1530,5338,733,10314,26186,309945,16437,8238,36896,19164,34175,19000,,msa,19000,,2014
"Cumberland, MD-WV Metro Area",573,1152,583,1083,2939,13399,2219,6728,46366,876080,38420,16573,93482,45051,85342,19060,,msa,19060,,2014
"Dallas-Fort Worth-Arlington, TX Metro Area",923,78786,61069,80131,202429,931371,47636,211785,2581840,82135660,3036117,978720,6613497,3511715,5074617,19100,,msa,19100,,2014
"Dalton, GA Metro Area",670,1757,1068,1614,3434,16988,1707,6891,55645,1257710,57958,28541,140834,68093,108120,19140,,msa,19140,,2014
"Danville, IL Metro Area",634,765,404,793,2117,9454,1011,4536,36137,652235,31203,14965,78162,37005,63364,19180,,msa,19180,,2014
"Danville, KY Micro Area",615,540,375,533,1283,6361,767,2543,23217,462245,19723,10252,50882,23958,43236,19220,,msa,19220,,2014
"Danville, VA Micro Area",599,783,886,1046,3214,14106,1736,9185,53734,973665,41610,19685,102907,49306,85912,19260,,msa,19260,,2014
"Daphne-Fairhope-Foley, AL Metro Area",882,1771,1885,2002,3989,20855,2420,32505,105563,2098335,79436,25988,188636,91667,152829,19300,,msa,19300,,2014
"Davenport-Moline-Rock Island, IA-IL Metro Area",681,3728,2822,3167,9536,45276,3453,13217,167808,3386720,173036,48848,372834,195276,302853,19340,,msa,19340,,2014
"Dayton, OH Metro Area",751,9309,7722,9220,29811,118468,7942,40101,367492,7226070,342424,130782,773382,400279,641160,19380,,msa,19430,,2014
"Dayton, TN Micro Area",577,346,342,334,668,3774,694,2080,14387,278295,11815,7148,31111,14086,25511,19420,,msa,19420,,2014
"Decatur, AL Metro Area",603,1174,949,868,2683,15741,2231,7346,66514,1543320,62787,23609,151581,73274,122016,19460,,msa,19460,,2014
"Decatur, IL Metro Area",665,1077,733,1069,3242,13886,1380,5271,50424,861445,46640,19262,106173,55329,87850,19500,,msa,19500,,2014
"Decatur, IN Micro Area",550,128,210,245,492,2642,310,909,13073,307560,14080,6237,33924,16031,24787,19540,,msa,19540,,2014
"Defiance, OH Micro Area",647,246,342,271,760,3884,342,1410,16742,350750,17279,5119,37885,19605,30739,19580,,msa,19580,,2014
"Del Rio, TX Micro Area",697,393,334,360,766,5088,816,3646,18701,349930,19097,10619,47495,22040,36193,19620,,msa,19620,,2014
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",932,5584,4275,6468,18792,64510,6853,70817,303848,5444355,215314,102046,586213,257725,501323,19660,,msa,19660,,2014
"Deming, NM Micro Area",548,153,73,278,641,2971,287,1876,10996,158175,7919,7423,24598,10119,19061,19700,,msa,19700,,2014
"Denver-Aurora-Lakewood, CO Metro Area",998,34267,24585,33313,87982,373615,16448,67403,1092649,33774820,1253421,314917,2618375,1473799,2074181,19740,,msa,19740,,2014
"Dickinson, ND Micro Area",748,156,138,192,579,3118,319,1113,12000,247435,14544,1988,26288,15944,21538,19860,,msa,19860,,2014
"Dixon, IL Micro Area",670,251,235,164,560,3475,379,1589,15057,340945,14880,3501,32536,17246,28705,19940,,msa,19940,,2014
"Dodge City, KS Micro Area",614,91,72,235,615,3954,576,969,12055,238615,15714,6247,33799,17402,24965,19980,,msa,19980,,2014
"Dothan, AL Metro Area",655,1351,1210,1402,3661,18408,2444,10182,67444,1333555,59728,27239,145449,68126,116643,20020,,msa,20020,,2014
"Douglas, GA Micro Area",564,397,212,432,928,4769,803,2428,17025,287430,14833,10255,39381,17372,33279,20060,,msa,20060,,2014
"Dover, DE Metro Area",985,1631,1228,1402,4390,17205,1159,7510,66652,1850795,71874,20938,162184,84105,130957,20100,,msa,20100,,2014
"Dublin, GA Micro Area",590,366,373,499,1606,7177,1682,4557,25424,493435,20239,14055,55872,22638,45309,20140,,msa,20140,,2014
"DuBois, PA Micro Area",586,576,292,424,1657,7250,994,6731,38594,822650,32741,11404,76142,37614,67899,20180,,msa,20180,,2014
"Dubuque, IA Metro Area",690,940,512,874,2660,10320,473,2050,39770,796595,47303,10497,91209,52375,75499,20220,,msa,20220,,2014
"Duluth, MN-WI Metro Area",684,3153,2263,2935,8528,33634,2429,24608,141781,2504300,124836,44038,269166,143690,229909,20260,,msa,20260,,2014
"Dumas, TX Micro Area",639,89,51,160,362,2126,347,1100,7936,174020,10398,4121,21976,11267,15878,20300,,msa,20300,,2014
"Duncan, OK Micro Area",634,301,287,350,999,5307,655,2816,20666,356930,17791,6664,44119,20126,35399,20340,,msa,20340,,2014
"Dunn, NC Micro Area",782,1106,997,1182,2862,14113,1499,6521,48122,1330625,47362,21469,118193,56119,91521,20380,,msa,20380,,2014
"Durango, CO Micro Area",1026,646,496,377,1737,7037,703,5031,26155,520130,24661,5609,50563,28966,43361,20420,,msa,20420,,2014
"Durant, OK Micro Area",665,460,352,479,1271,6082,830,3047,19760,359570,17721,7503,42223,20525,34451,20460,,msa,20460,,2014
"Durham-Chapel Hill, NC Metro Area",871,6678,4428,7126,20991,82204,6099,20606,227389,5402385,233974,87313,500919,276615,423279,20500,,msa,20500,,2014
"Dyersburg, TN Micro Area",616,452,419,423,823,5432,534,1656,16744,301595,15408,5988,37518,17504,29863,20540,,msa,20540,,2014
"Eagle Pass, TX Micro Area",593,314,120,406,990,4775,771,1714,17805,399310,19497,16449,55082,22916,39514,20580,,msa,20580,,2014
"Easton, MD Micro Area",1042,413,454,455,1316,4838,357,3753,19893,424755,16176,3913,37450,19065,31539,20660,,msa,20660,,2014
"East Stroudsburg, PA Metro Area",1038,1013,777,902,3547,11826,933,22908,80569,2716775,69899,20716,165152,87247,136421,20700,,msa,20700,,2014
"Eau Claire, WI Metro Area",720,1894,1653,1856,4918,22081,1343,5222,69937,1508420,78817,21287,156600,90374,132390,20740,,msa,20740,,2014
"Edwards, CO Micro Area",1231,648,359,500,1055,5885,373,13354,31392,587330,29165,5166,51843,33296,41324,20780,,msa,20780,,2014
"Effingham, IL Micro Area",579,162,84,141,319,2781,284,1289,14675,289325,16261,3513,33586,18403,26939,20820,,msa,20820,,2014
"El Campo, TX Micro Area",679,264,158,331,984,4722,749,2735,17227,405865,17311,7378,40529,19959,31423,20900,,msa,20900,,2014
"El Centro, CA Metro Area",772,1821,1290,1804,5894,20817,1503,9528,56480,1159170,54030,38935,166407,71033,131820,20940,,msa,20940,,2014
"El Dorado, AR Micro Area",646,260,127,420,1047,5092,1020,2941,19630,285140,16093,8587,40363,18411,32366,20980,,msa,20980,,2014
"Ellensburg, WA Micro Area",809,520,471,562,2547,7152,709,5435,22188,392215,17743,8691,39287,21331,34957,21260,,msa,21260,,2014
"Elmira, NY Metro Area",707,784,693,930,3172,11230,907,2986,38376,697835,37110,13295,83053,41302,71337,21300,,msa,21300,,2014
"El Paso, TX Metro Area",741,10081,6427,9457,19842,98677,7921,21807,280429,7457545,322004,190889,812182,370801,614194,21340,,msa,21340,,2014
"Emporia, KS Micro Area",594,305,273,384,1170,5279,557,2152,15221,271790,15892,7146,32276,18386,26707,21380,,msa,21380,,2014
"Enid, OK Micro Area",674,624,328,532,877,8118,643,3000,26816,451245,27658,7922,60012,30783,47753,21420,,msa,21420,,2014
"Enterprise, AL Micro Area",676,378,307,434,1241,5853,788,3562,22648,431760,20517,9403,50064,23203,40049,21460,,msa,21460,,2014
"Erie, PA Metro Area",685,2741,2177,2867,9670,36739,2784,9806,119506,2274775,121437,44743,267836,139716,225520,21500,,msa,21500,,2014
"Escanaba, MI Micro Area",540,240,217,154,973,3355,295,4517,20212,274160,14663,6236,36229,17417,30135,21540,,msa,21540,,2014
"Espanola, NM Micro Area",644,103,136,293,761,3136,651,5356,19601,376640,14775,8973,39831,18095,31464,21580,,msa,21580,,2014
"Eugene, OR Metro Area",857,4757,3701,5205,18977,59271,3941,11188,156815,2829045,143320,70817,347686,175784,294200,21660,,msa,21660,,2014
"Eureka-Arcata-Fortuna, CA Micro Area",899,1890,1499,2424,7620,24009,1713,8856,61986,936010,53455,27325,131318,66489,111491,21700,,msa,21700,,2014
"Evanston, WY Micro Area",675,202,94,36,361,2234,239,1188,8745,208935,9469,2946,20786,10556,15313,21740,,msa,21740,,2014
"Evansville, IN-KY Metro Area",704,3248,2475,3342,9182,39153,3372,13341,139434,2894160,142204,44818,303817,159420,249050,21780,,msa,21780,,2014
"Fairbanks, AK Metro Area",1221,1544,1138,1455,2998,14868,940,5892,41736,939075,48417,7640,95378,56403,76989,21820,,msa,21820,,2014
"Fairfield, IA Micro Area",652,145,56,173,390,2145,219,684,7570,104395,6934,2139,15305,8647,14335,21840,,msa,21840,,2014
"Fairmont, WV Micro Area",675,356,199,392,1233,5130,750,3793,26389,605420,24190,9228,55374,26882,46627,21900,,msa,21900,,2014
"Elizabeth City, NC Micro Area",840,527,522,550,1849,7159,831,4312,28002,693790,25777,10579,61410,30595,51452,21020,,msa,21020,,2014
"Elizabethtown-Fort Knox, KY Metro Area",743,1895,1125,1442,3468,19247,1464,7218,63024,1568900,64340,22571,146430,74598,116775,21060,,msa,21060,,2014
"Elk City, OK Micro Area",700,190,185,204,293,2882,367,1993,9763,171320,9277,3018,20905,9973,17843,21120,,msa,21120,,2014
"Elkhart-Goshen, IN Metro Area",715,1534,1145,1940,4810,20949,1497,7413,77840,1707115,86919,31750,195727,99338,149333,21140,,msa,21140,,2014
"Elkins, WV Micro Area",546,254,187,147,724,2812,270,2835,14186,228980,11133,4352,27265,12544,24264,21180,,msa,21180,,2014
"Elko, NV Micro Area",913,414,281,364,660,5316,568,2709,21065,738170,25198,5251,51994,27778,39386,21220,,msa,21220,,2014
"Fallon, NV Micro Area",838,202,406,127,700,3743,486,1328,10759,181170,9776,4043,23977,11665,19264,21980,,msa,21980,,2014
"Fargo, ND-MN Metro Area",698,2732,2330,3237,7858,38635,1645,6044,95602,2024860,118758,26664,209540,130780,174404,22020,,msa,22020,,2014
"Faribault-Northfield, MN Micro Area",738,454,351,536,1161,5526,346,2017,24515,644235,28607,6651,56504,35632,51740,22060,,msa,22060,,2014
"Farmington, MO Micro Area",603,715,436,592,1960,8372,824,4116,28984,586250,24167,11475,57682,27521,53240,22100,,msa,22100,,2014
"Farmington, NM Metro Area",756,756,628,607,2158,10924,1560,8834,49527,1197325,49525,27058,125753,56807,95589,22140,,msa,22140,,2014
"Fernley, NV Micro Area",922,433,592,284,1151,5543,385,2716,22444,593985,18833,7625,51055,23490,40872,22280,,msa,22280,,2014
"Fayetteville, NC Metro Area",861,5870,4153,6145,12556,62170,4856,20735,159557,3406155,156731,65022,360891,184800,284054,22180,,msa,22180,,2014
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",732,5651,3610,5154,12722,66365,6231,23204,201212,4440560,210965,77351,472409,238356,369035,22220,,msa,22220,,2014
"Fergus Falls, MN Micro Area",618,404,172,468,1045,5046,767,11417,35580,525615,25427,6211,56243,29165,46636,22260,,msa,22260,,2014
"Findlay, OH Micro Area",664,524,376,958,1894,9037,531,2426,33221,589110,34633,10862,73161,40062,60106,22300,,msa,22300,,2014
"Fitzgerald, GA Micro Area",609,115,97,168,546,2138,412,1562,7911,94600,5722,6218,17176,6669,13469,22340,,msa,22340,,2014
"Flagstaff, AZ Metro Area",990,1564,1026,1668,5308,18724,1459,17499,63890,1089405,59668,30222,127035,71063,108682,22380,,msa,22380,,2014
"Flint, MI Metro Area",718,4083,2712,4631,16028,50795,4437,25485,191447,3858165,150054,87828,413500,187146,329854,22420,,msa,22420,,2014
"Florence, SC Metro Area",651,2392,1292,1819,5711,25850,4021,11119,89180,1814355,79144,44364,201448,97207,162042,22500,,msa,22500,,2014
"Florence-Muscle Shoals, AL Metro Area",601,1317,1014,1469,4335,18171,2351,8884,70017,1426765,59283,26804,144741,67189,119857,22520,,msa,22520,,2014
"Fond du Lac, WI Metro Area",695,931,490,841,2352,11965,614,2933,44223,1001085,49855,9801,98481,56434,81711,22540,,msa,22540,,2014
"Forest City, NC Micro Area",604,486,346,536,1632,7463,1272,7085,33863,555665,23325,13818,65957,29128,54487,22580,,msa,22580,,2014
"Forrest City, AR Micro Area",585,294,335,269,751,3995,641,1564,10915,178615,9029,6589,23830,10794,21994,22620,,msa,22620,,2014
"Fort Collins, CO Metro Area",1001,4034,3111,3862,12386,42955,2180,12476,135219,3286080,145249,41375,302954,172892,253943,22660,,msa,22660,,2014
"Fort Dodge, IA Micro Area",561,359,349,311,1023,5001,368,1638,17035,254460,15972,5490,34852,18870,30345,22700,,msa,22700,,2014
"Fort Leonard Wood, MO Micro Area",927,505,545,532,852,7379,862,2676,18204,329770,18230,5619,43712,30649,42018,22780,,msa,22780,,2014
"Fort Madison-Keokuk, IA-IL-MO Micro Area",563,462,231,381,947,6108,777,3757,28918,534785,26590,8966,60208,30703,49527,22800,,msa,22800,,2014
"Fort Morgan, CO Micro Area",736,274,203,297,651,3850,374,1022,11465,210825,12459,3404,27654,13948,21416,22820,,msa,22820,,2014
"Fort Polk South, LA Micro Area",908,705,475,588,909,8199,1133,3489,21601,453205,22245,6643,50366,24604,39735,22860,,msa,22860,,2014
"Fort Smith, AR-OK Metro Area",620,2643,1984,2666,7077,33904,4033,15361,122052,2260400,110521,60554,275542,124994,218432,22900,,msa,22900,,2014
"Fort Wayne, IN Metro Area",668,3781,2548,3624,9641,47323,3588,15942,179369,3874645,185828,60904,414441,214980,323597,23060,,msa,23060,,2014
"Frankfort, IN Micro Area",686,349,214,186,595,3341,263,1455,13308,335285,14343,4176,32185,16518,25244,23140,,msa,23140,,2014
"Frankfort, KY Micro Area",699,687,603,937,2321,9992,957,2987,32405,643025,30876,9819,68940,35682,57113,23180,,msa,23180,,2014
"Fredericksburg, TX Micro Area",874,196,274,237,597,2695,259,2248,12854,190870,10472,3270,24736,12148,20973,23240,,msa,23240,,2014
"Freeport, IL Micro Area",608,678,310,569,1269,5512,361,2694,22005,405305,20009,7126,46102,24254,37809,23300,,msa,23300,,2014
"Fremont, NE Micro Area",692,446,162,280,885,5066,275,1424,16586,309825,17324,4271,35665,19502,29004,23340,,msa,23340,,2014
"Fremont, OH Micro Area",623,379,334,458,1400,6129,567,2462,26293,533300,27060,8725,59442,30620,47938,23380,,msa,23380,,2014
"Fresno, CA Metro Area",884,11348,8955,13371,41782,137063,8726,27362,319912,7501805,338576,255019,931998,429350,702056,23420,,msa,23420,,2014
"Gadsden, AL Metro Area",627,1006,878,1117,2195,11664,1734,7506,47507,899790,37810,20059,102374,45133,83490,23460,,msa,23460,,2014
"Gaffney, SC Micro Area",647,500,376,478,1231,6559,1087,3333,23980,421855,20218,12887,54803,24261,43601,23500,,msa,23500,,2014
"Gainesville, FL Metro Area",880,3591,2477,3863,14891,45887,5036,18163,120574,2326065,113411,63981,252542,132507,225440,23540,,msa,23540,,2014
"Gainesville, GA Metro Area",853,1929,1091,1922,4475,20058,1598,7692,69053,2006165,77392,34167,181962,89995,140254,23580,,msa,23580,,2014
"Gainesville, TX Micro Area",731,319,293,376,814,4428,440,2024,16639,428455,16796,5480,37844,19725,30348,23620,,msa,23620,,2014
"Galesburg, IL Micro Area",589,715,341,675,1409,7109,583,2522,23960,391850,20814,8572,48334,23601,43184,23660,,msa,23660,,2014
"Gallup, NM Micro Area",546,359,233,277,780,4820,831,7933,25795,451400,19543,26502,72435,26034,53344,23700,,msa,23700,,2014
"Garden City, KS Micro Area",673,263,226,340,620,5110,508,825,14836,308080,19643,6569,40296,21561,29436,23780,,msa,23780,,2014
"Gardnerville Ranchos, NV Micro Area",1035,436,292,394,1571,5715,464,3912,23677,465520,19036,4910,46802,22686,39319,23820,,msa,23820,,2014
"Georgetown, SC Micro Area",832,353,297,422,1318,5382,921,10514,33823,534585,21428,12601,59780,26087,49404,23860,,msa,23860,,2014
"Gettysburg, PA Metro Area",844,776,554,841,1784,8756,991,3122,41078,1327310,47773,9668,97195,53859,82756,23900,,msa,23900,,2014
"Gillette, WY Micro Area",921,189,255,566,600,4479,168,2070,19386,492195,25130,3191,46870,27211,35477,23940,,msa,23940,,2014
"Glasgow, KY Micro Area",578,608,463,513,1130,6291,1013,3294,24001,433255,20820,10604,51661,24498,41661,23980,,msa,23980,,2014
"Glenwood Springs, CO Micro Area",1135,893,840,992,1642,9452,661,8630,36317,889745,35429,8018,72836,42453,58120,24060,,msa,24060,,2014
"Gloversville, NY Micro Area",701,517,426,587,1759,6899,567,6176,28616,535175,22855,8652,53418,26824,44744,24100,,msa,24100,,2014
"Goldsboro, NC Metro Area",705,1452,1244,1743,4119,18699,1941,5594,53074,1127655,51421,27147,120892,61340,96971,24140,,msa,24140,,2014
"Grand Forks, ND-MN Metro Area",702,1335,939,1082,4654,17160,1639,4065,44752,760445,50832,15473,93896,56633,80863,24220,,msa,24220,,2014
"Grand Island, NE Metro Area",645,838,512,581,1846,10344,1027,2621,34539,674475,40405,11513,81721,45725,64076,24260,,msa,24260,,2014
"Grand Junction, CO Metro Area",841,1694,1305,1737,4705,17868,1390,4264,63230,1328020,62696,22726,144055,73943,117078,24300,,msa,24300,,2014
